"field","label","description","temporal","category","subcategory","identifier"
"2471-1","LYME  IGM CSF","LYME  IGM CSF","1","Laboratory","Other Labs","0"
"2478-6","Inhibin A Tumor","Inhibin A Tumor","1","Laboratory","Other Labs","0"
"2498-4","Iron [Mass/volume] in Serum or Plasma","Iron [Mass/volume] in Serum or Plasma","1","Laboratory","Other Labs","0"
"2501-5","UNSAT IBC","UNSAT IBC","1","Laboratory","Other Labs","0"
"25164-5","CD21(+)","CD21(+)","1","Laboratory","Other Labs","0"
"25322-9","ARGININE (CYSTS.PROF)","ARGININE (CYSTS.PROF)","1","Laboratory","Other Labs","0"
"2536-1","LACTATE DEHYDROGENASE 1/LACTATE DEHYDROGENASE.TOTAL IN SERUM OR PLASMA BY ELECTROPHORESIS","LACTATE DEHYDROGENASE 1/LACTATE DEHYDROGENASE.TOTAL IN SERUM OR PLASMA BY ELECTROPHORESIS","1","Laboratory","Other Labs","0"
"25375-7","CHYMOTRYPSIN,STOOL","CHYMOTRYPSIN,STOOL","1","Laboratory","Other Labs","0"
"2539-5","LACTATE DEHYDROGENASE 2/LACTATE DEHYDROGENASE.TOTAL IN SERUM OR PLASMA BY ELECTROPHORESIS","LACTATE DEHYDROGENASE 2/LACTATE DEHYDROGENASE.TOTAL IN SERUM OR PLASMA BY ELECTROPHORESIS","1","Laboratory","Other Labs","0"
"25416-9","HERPES VIRUS 6 IGG AB [TITER] IN SERUM BY IMMUNOFLUORESCENCE","HERPES VIRUS 6 IGG AB [TITER] IN SERUM BY IMMUNOFLUORESCENCE","1","Laboratory","Other Labs","0"
"25417-7","HSV 6 AB IGM","HSV 6 AB IGM","1","Laboratory","Other Labs","0"
"2542-9","LACTATE DEHYDROGENASE 3/LACTATE DEHYDROGENASE.TOTAL IN SERUM OR PLASMA BY ELECTROPHORESIS","LACTATE DEHYDROGENASE 3/LACTATE DEHYDROGENASE.TOTAL IN SERUM OR PLASMA BY ELECTROPHORESIS","1","Laboratory","Other Labs","0"
"25434-2","HEPTACARBOXYL PORPHYRIN, 24H UR","HEPTACARBOXYL PORPHYRIN, 24H UR","1","Laboratory","Other Labs","0"
"25438-3","HEXACARBOXYL PORPHYRIN 24H UR","HEXACARBOXYL PORPHYRIN 24H UR","1","Laboratory","Other Labs","0"
"2545-2","LACTATE DEHYDROGENASE 4/LACTATE DEHYDROGENASE.TOTAL IN SERUM OR PLASMA BY ELECTROPHORESIS","LACTATE DEHYDROGENASE 4/LACTATE DEHYDROGENASE.TOTAL IN SERUM OR PLASMA BY ELECTROPHORESIS","1","Laboratory","Other Labs","0"
"25464-9","LYSINE (CYSTS PROF)","LYSINE (CYSTS PROF)","1","Laboratory","Other Labs","0"
"2548-6","LACTATE DEHYDROGENASE 5/LACTATE DEHYDROGENASE.TOTAL IN SERUM OR PLASMA BY ELECTROPHORESIS","LACTATE DEHYDROGENASE 5/LACTATE DEHYDROGENASE.TOTAL IN SERUM OR PLASMA BY ELECTROPHORESIS","1","Laboratory","Other Labs","0"
"25491-2","ORNITHINE (CYST PROF)","ORNITHINE (CYST PROF)","1","Laboratory","Other Labs","0"
"25494-6","PENTACARBOXYLPORPHYRINS","PENTACARBOXYLPORPHYRINS","1","Laboratory","Other Labs","0"
"25506-7","Potassium Stool","Potassium Stool","1","Laboratory","Other Labs","0"
"2609-6","Metanephrines [Mass/time] in 24 hour Urine","Metanephrines [Mass/time] in 24 hour Urine","1","Laboratory","Other Labs","0"
"2614-6","Methemoglobin","Methemoglobin","1","Laboratory","Other Labs","0"
"2617-9","METHEMOGLOBIN/HEMOGLOBIN.TOTAL IN VENOUS BLOOD","METHEMOGLOBIN/HEMOGLOBIN.TOTAL IN VENOUS BLOOD","1","Laboratory","Other Labs","0"
"26584-3","1-Methylhistidine","1-Methylhistidine","1","Laboratory","Other Labs","0"
"26586-8","ALPHA AMINOBUTYRATE [MOLES/VOLUME] IN CEREBRAL SPINAL FLUID","ALPHA AMINOBUTYRATE [MOLES/VOLUME] IN CEREBRAL SPINAL FLUID","1","Laboratory","Other Labs","0"
"26589-2","Beta-alanine","Beta-alanine","1","Laboratory","Other Labs","0"
"26590-0","Beta-aminoisobutyric Acid","Beta-aminoisobutyric Acid","1","Laboratory","Other Labs","0"
"26597-5","Phosphoethanolamine","Phosphoethanolamine","1","Laboratory","Other Labs","0"
"26598-3","Sarcosine","Sarcosine","1","Laboratory","Other Labs","0"
"26599-1","ANSERINE PLASMA","ANSERINE PLASMA","1","Laboratory","Other Labs","0"
"26600-7","Alpha-aminoadipic Acid PLASMA","Alpha-aminoadipic Acid PLASMA","1","Laboratory","Other Labs","0"
"26603-1","ASPARAGINE [MOLES/VOLUME] IN CEREBRAL SPINAL FLUID","ASPARAGINE [MOLES/VOLUME] IN CEREBRAL SPINAL FLUID","1","Laboratory","Other Labs","0"
"26604-9","B-ALANINE,PLASMA","B-ALANINE,PLASMA","1","Laboratory","Other Labs","0"
"26605-6","Beta-aminoisobutyric Acid PLAS","Beta-aminoisobutyric Acid PLAS","1","Laboratory","Other Labs","0"
"26606-4","CARNOSINE PLASMA","CARNOSINE PLASMA","1","Laboratory","Other Labs","0"
"26607-2","Cystathionine PLASMA","Cystathionine PLASMA","1","Laboratory","Other Labs","0"
"26608-0","Ethanolamine","Ethanolamine","1","Laboratory","Other Labs","0"
"26609-8","Gamma-amino-n-butyric Acid","Gamma-amino-n-butyric Acid","1","Laboratory","Other Labs","0"
"26610-6","Hydroxylysine PLASMA","Hydroxylysine PLASMA","1","Laboratory","Other Labs","0"
"26613-0","Sarcosine, P","Sarcosine, P","1","Laboratory","Other Labs","0"
"26614-8","TAURINE [MOLES/VOLUME] IN CEREBRAL SPINAL FLUID","TAURINE [MOLES/VOLUME] IN CEREBRAL SPINAL FLUID","1","Laboratory","Other Labs","0"
"26620-5","HANTAVIRUS AB, IGG","HANTAVIRUS AB, IGG","1","Laboratory","Other Labs","0"
"26623-9","Chikungunya IgG,Ab,S","Chikungunya IgG,Ab,S","1","Laboratory","Other Labs","0"
"26650-2","HANTAVIRUS AB, IGM","HANTAVIRUS AB, IGM","1","Laboratory","Other Labs","0"
"2666-6","NOREPINEPHRINE [MASS/VOLUME] IN PLASMA","NOREPINEPHRINE [MASS/VOLUME] IN PLASMA","1","Laboratory","Other Labs","0"
"2668-2","NOREPINEPHRINE [MASS/TIME] IN 24 HOUR URINE","NOREPINEPHRINE [MASS/TIME] IN 24 HOUR URINE","1","Laboratory","Other Labs","0"
"26691-6","UROPORPHYRIN I","UROPORPHYRIN I","1","Laboratory","Other Labs","0"
"26707-0","ALUMINUM [MASS/TIME] IN 24 HOUR URINE","ALUMINUM [MASS/TIME] IN 24 HOUR URINE","1","Laboratory","Other Labs","0"
"26708-8","MAGNESIUM CONC","MAGNESIUM CONC","1","Laboratory","Other Labs","0"
"2671-6","Normetanephrine [Mass/time] in 24 hour Urine","Normetanephrine [Mass/time] in 24 hour Urine","1","Laboratory","Other Labs","0"
"26815-1","Cocaethylene","Cocaethylene","1","Laboratory","Other Labs","0"
"26889-6","SULFATE CONC","SULFATE CONC","1","Laboratory","Other Labs","0"
"26893-8","MARIJUANA,MECONIUM","MARIJUANA,MECONIUM","1","Laboratory","Other Labs","0"
"26924-1","CA19-9 FL Result","CA19-9 FL Result","1","Laboratory","Other Labs","0"
"2693-0","OSMOLALITY OF STOOL","OSMOLALITY OF STOOL","1","Laboratory","Other Labs","0"
"26948-0","MICROPOLYSPORA FAENI","MICROPOLYSPORA FAENI","1","Laboratory","Other Labs","0"
"27007-4","ACETOHEXAMIDE","ACETOHEXAMIDE","1","Laboratory","Other Labs","0"
"27026-4","Benzoylecgonine","Benzoylecgonine","1","Laboratory","Other Labs","0"
"2704-5","Oxygen [Partial pressure] in Capillary blood","Oxygen [Partial pressure] in Capillary blood","1","Laboratory","Other Labs","0"
"27071-0","CD45 Lymph Count","CD45 Lymph Count","1","Laboratory","Other Labs","0"
"27174-2","INHIBIN","INHIBIN","1","Laboratory","Other Labs","0"
"27209-6","HISTOPLASMA CAPSULATUM YEAST PHASE AB [TITER] IN CEREBRAL SPINAL FLUID BY COMPLEMENT FIXATION","HISTOPLASMA CAPSULATUM YEAST PHASE AB [TITER] IN CEREBRAL SPINAL FLUID BY COMPLEMENT FIXATION","1","Laboratory","Other Labs","0"
"27220-3","HISTOPLASMA CAPSULATUM MYCELIAL PHASE AB [TITER] IN CEREBRAL SPINAL FLUID BY COMPLEMENT FIXATION","HISTOPLASMA CAPSULATUM MYCELIAL PHASE AB [TITER] IN CEREBRAL SPINAL FLUID BY COMPLEMENT FIXATION","1","Laboratory","Other Labs","0"
"27259-1","Estriol Maternal Screen","Estriol Maternal Screen","1","Laboratory","Other Labs","0"
"27374-8","STP SEROTYPE 12","STP SEROTYPE 12","1","Laboratory","Other Labs","0"
"27387-0","STP SEROTYPE 14","STP SEROTYPE 14","1","Laboratory","Other Labs","0"
"27392-0","STP SEROTYPE 9","STP SEROTYPE 9","1","Laboratory","Other Labs","0"
"27419-1","Sodium Stool","Sodium Stool","1","Laboratory","Other Labs","0"
"2749-0","pH of Gastric fluid","pH of Gastric fluid","1","Laboratory","Other Labs","0"
"27819-2","Protein C actual/normal in Platelet poor plasma by Coagulation assay","Protein C actual/normal in Platelet poor plasma by Coagulation assay","1","Laboratory","Other Labs","0"
"27821-8","Protein S Free Ag actual/normal in Platelet poor plasma by Immunologic method","Protein S Free Ag actual/normal in Platelet poor plasma by Immunologic method","1","Laboratory","Other Labs","0"
"27923-2","COENZYME Q10 [MASS/VOLUME] IN SERUM OR PLASMA","COENZYME Q10 [MASS/VOLUME] IN SERUM OR PLASMA","1","Laboratory","Other Labs","0"
"2812-6","PBG DEAMINASE, RBC","PBG DEAMINASE, RBC","1","Laboratory","Other Labs","0"
"2813-4","ALA DEHYDRATASE","ALA DEHYDRATASE","1","Laboratory","Other Labs","0"
"2814-2","TOTAL PORPHYRINS","TOTAL PORPHYRINS","1","Laboratory","Other Labs","0"
"2815-9","PORPHYRIN FRACT,P","PORPHYRIN FRACT,P","1","Laboratory","Other Labs","0"
"28599-9","CYSTATHIONINE, UR","CYSTATHIONINE, UR","1","Laboratory","Other Labs","0"
"28610-4","Sarcosine U","Sarcosine U","1","Laboratory","Other Labs","0"
"2891-0","PROTOPORPHYRIN","PROTOPORPHYRIN","1","Laboratory","Other Labs","0"
"2892-8","PROTOPORPHYRIN, FREE","PROTOPORPHYRIN, FREE","1","Laboratory","Other Labs","0"
"2902-5","PYRIMIDINE 5' NUCLEO","PYRIMIDINE 5' NUCLEO","1","Laboratory","Other Labs","0"
"2915-7","Renin [Enzymatic activity/volume] in Plasma","Renin [Enzymatic activity/volume] in Plasma","1","Laboratory","Other Labs","0"
"29365-4","Magnesium Stool","Magnesium Stool","1","Laboratory","Other Labs","0"
"29495-9","HERPES VIRUS 6 DNA [PRESENCE] IN UNSPECIFIED SPECIMEN BY PROBE AND TARGET AMPLIFICATION METHOD","HERPES VIRUS 6 DNA [PRESENCE] IN UNSPECIFIED SPECIMEN BY PROBE AND TARGET AMPLIFICATION METHOD","1","Laboratory","Other Labs","0"
"29566-7","WNV Ab, IgG, S","WNV Ab, IgG, S","1","Laboratory","Other Labs","0"
"29567-5","WNV Ab, IgM, S","WNV Ab, IgM, S","1","Laboratory","Other Labs","0"
"29569-1","WNV Ab, IgM, CSF","WNV Ab, IgM, CSF","1","Laboratory","Other Labs","0"
"29591-5","Enterovirus Molecular Detect PCR BF Result","Enterovirus Molecular Detect PCR BF Result","1","Laboratory","Other Labs","0"
"2971-0","Substance P","Substance P","1","Laboratory","Other Labs","0"
"29891-9","Helicobacter pylori [Presence] in Stomach by urea breath test","Helicobacter pylori [Presence] in Stomach by urea breath test","1","Laboratory","Other Labs","0"
"29901-6","HTLV I+II AB [PRESENCE] IN SERUM BY IMMUNOASSAY","HTLV I+II AB [PRESENCE] IN SERUM BY IMMUNOASSAY","1","Laboratory","Other Labs","0"
"30038-4","TOXOPLAMA GONDII IGG","TOXOPLAMA GONDII IGG","1","Laboratory","Other Labs","0"
"30074-9","FETAL HGB BLD STOOL APT","FETAL HGB BLD STOOL APT","1","Laboratory","Other Labs","0"
"30078-0","WEIGHT OF STOOL","WEIGHT OF STOOL","1","Laboratory","Other Labs","0"
"30106-9","AChE-AF","AChE-AF","1","Laboratory","Other Labs","0"
"30190-3","3-OH-TETRADECENOYLCARNITINE,C1","3-OH-TETRADECENOYLCARNITINE,C1","1","Laboratory","Other Labs","0"
"30191-1","ACETYLCARNITINE,C2","ACETYLCARNITINE,C2","1","Laboratory","Other Labs","0"
"30192-9","ACETYLCHOLINE RECEPTOR MODULATION AB/ACETYLCHOLINE AB.TOTAL","ACETYLCHOLINE RECEPTOR MODULATION AB/ACETYLCHOLINE AB.TOTAL","1","Laboratory","Other Labs","0"
"30193-7","AC/FC RATIO","AC/FC RATIO","1","Laboratory","Other Labs","0"
"30196-0","FATTY ACIDS.VERY LONG CHAIN C24:0 (TETRACOSANOATE)/C22:0 (DOCOSANOATE) [MOLAR RATIO] IN SERUM OR PLASMA","FATTY ACIDS.VERY LONG CHAIN C24:0 (TETRACOSANOATE)/C22:0 (DOCOSANOATE) [MOLAR RATIO] IN SERUM OR PLASMA","1","Laboratory","Other Labs","0"
"30198-6","FATTY ACIDS.VERY LONG CHAIN C26:0 (HEXACOSANOATE)/C22:0 (DOCOSANOATE) [MOLAR RATIO] IN SERUM OR PLASMA","FATTY ACIDS.VERY LONG CHAIN C26:0 (HEXACOSANOATE)/C22:0 (DOCOSANOATE) [MOLAR RATIO] IN SERUM OR PLASMA","1","Laboratory","Other Labs","0"
"30201-8","Isoagglutinin Titer Anti-B","Isoagglutinin Titer Anti-B","1","Laboratory","Other Labs","0"
"30207-5","COCCIDIOIDES IGG AB","COCCIDIOIDES IGG AB","1","Laboratory","Other Labs","0"
"30208-3","COCCIDIOIDES IGM AB","COCCIDIOIDES IGM AB","1","Laboratory","Other Labs","0"
"30209-1","COCCIDIOIDES ABY,CF","COCCIDIOIDES ABY,CF","1","Laboratory","Other Labs","0"
"30211-7","COLLECTION DURATION OF UNSPECIFIED SPECIMEN","COLLECTION DURATION OF UNSPECIFIED SPECIMEN","1","Laboratory","Other Labs","0"
"30233-1","3-OH-DODECANOYLCARNITINE,C12-0","3-OH-DODECANOYLCARNITINE,C12-0","1","Laboratory","Other Labs","0"
"30235-6","3-OH-HEXADECENOYLCARNITINE,C16","3-OH-HEXADECENOYLCARNITINE,C16","1","Laboratory","Other Labs","0"
"30236-4","3-OH-HEXANOYLCARNITINE,C6-OH","3-OH-HEXANOYLCARNITINE,C6-OH","1","Laboratory","Other Labs","0"
"30237-2","3-OH-octadecadienoylcarn,C18:2","3-OH-octadecadienoylcarn,C18:2","1","Laboratory","Other Labs","0"
"30238-0","3-OH-TETRADECANOYLCARNITINE,C1","3-OH-TETRADECANOYLCARNITINE,C1","1","Laboratory","Other Labs","0"
"30282-8","Zidovudine","Zidovudine","1","Laboratory","Other Labs","0"
"30283-6","Lamivudine Resistance","Lamivudine Resistance","1","Laboratory","Other Labs","0"
"30284-4","Didanosine Resistance","Didanosine Resistance","1","Laboratory","Other Labs","0"
"30286-9","Stavudine Resistance","Stavudine Resistance","1","Laboratory","Other Labs","0"
"30287-7","Abacavir","Abacavir","1","Laboratory","Other Labs","0"
"30289-3","Nevirapine Resistance","Nevirapine Resistance","1","Laboratory","Other Labs","0"
"30291-9","Efavirenz Resistance","Efavirenz Resistance","1","Laboratory","Other Labs","0"
"30294-3","Nelfinavir Resistance","Nelfinavir Resistance","1","Laboratory","Other Labs","0"
"30312-3","3-OH-octadecenoylcarnitine,C18","3-OH-octadecenoylcarnitine,C18","1","Laboratory","Other Labs","0"
"30314-9","Isoagglutinin Titer Anti-A","Isoagglutinin Titer Anti-A","1","Laboratory","Other Labs","0"
"30327-1","DECANOYLCARNITINE,C10","DECANOYLCARNITINE,C10","1","Laboratory","Other Labs","0"
"30328-9","DECENOYLCARNITINE,C10:1","DECENOYLCARNITINE,C10:1","1","Laboratory","Other Labs","0"
"30331-3","DODECANOYLCARNITINE,C12","DODECANOYLCARNITINE,C12","1","Laboratory","Other Labs","0"
"30332-1","DODECENOYLCARNITINE,C12:1","DODECENOYLCARNITINE,C12:1","1","Laboratory","Other Labs","0"
"30339-6","EPSTEIN BARR VIRUS CAPSID IGG AB [PRESENCE] IN SERUM","EPSTEIN BARR VIRUS CAPSID IGG AB [PRESENCE] IN SERUM","1","Laboratory","Other Labs","0"
"30340-4","EBV Viral Capsid Ag IgM","EBV Viral Capsid Ag IgM","1","Laboratory","Other Labs","0"
"30347-9","GLUTAMIC ACID DECARB-65 AB","GLUTAMIC ACID DECARB-65 AB","1","Laboratory","Other Labs","0"
"30349-5","GLUTARYLCARNITINE,C5-DC","GLUTARYLCARNITINE,C5-DC","1","Laboratory","Other Labs","0"
"30357-8","HEXADECENOYLCARNITINE,C16:1","HEXADECENOYLCARNITINE,C16:1","1","Laboratory","Other Labs","0"
"30358-6","HEXANOYLCARNITINE,C6","HEXANOYLCARNITINE,C6","1","Laboratory","Other Labs","0"
"3045-2","VLDL Beta Trig","VLDL Beta Trig","1","Laboratory","Other Labs","0"
"3046-0","LDL Trig","LDL Trig","1","Laboratory","Other Labs","0"
"3047-8","VLDL Triglycerides","VLDL Triglycerides","1","Laboratory","Other Labs","0"
"30480-8","Orotic Acid Urine","Orotic Acid Urine","1","Laboratory","Other Labs","0"
"30511-0","CORTISONE/CREAT","CORTISONE/CREAT","1","Laboratory","Other Labs","0"
"30518-5","CHOLATE [MOLES/VOLUME] IN SERUM","CHOLATE [MOLES/VOLUME] IN SERUM","1","Laboratory","Other Labs","0"
"30519-3","CHENODEOXYCHOLATE [MOLES/VOLUME] IN SERUM","CHENODEOXYCHOLATE [MOLES/VOLUME] IN SERUM","1","Laboratory","Other Labs","0"
"30520-1","DEOXYCHOLATE [MOLES/VOLUME] IN SERUM","DEOXYCHOLATE [MOLES/VOLUME] IN SERUM","1","Laboratory","Other Labs","0"
"30525-0","Busulfan IV Age","Busulfan IV Age","1","Laboratory","Other Labs","0"
"3052-8","Triiodothyronine (T3).reverse [Mass/volume] in Serum or Plasma","Triiodothyronine (T3).reverse [Mass/volume] in Serum or Plasma","1","Laboratory","Other Labs","0"
"30531-8","ISOVAL-2-METHYLBUTYRYLCARN C5","ISOVAL-2-METHYLBUTYRYLCARN C5","1","Laboratory","Other Labs","0"
"30534-2","Octadecadienoylcarnitine,C18:2","Octadecadienoylcarnitine,C18:2","1","Laboratory","Other Labs","0"
"30540-9","OCTANOYLCARNITINE,C8","OCTANOYLCARNITINE,C8","1","Laboratory","Other Labs","0"
"30541-7","OCTENOYLCARNITINE,C8:1","OCTENOYLCARNITINE,C8:1","1","Laboratory","Other Labs","0"
"30542-5","Octadecenoylcarnitine,C18:1","Octadecenoylcarnitine,C18:1","1","Laboratory","Other Labs","0"
"30543-3","OS FRG,0.75g/dL NaCl","OS FRG,0.75g/dL NaCl","1","Laboratory","Other Labs","0"
"30550-8","PRISTANATE (C15:0(CH3)4)/PHYTANATE (C16:0(CH3)4) [MOLAR RATIO] IN SERUM OR PLASMA","PRISTANATE (C15:0(CH3)4)/PHYTANATE (C16:0(CH3)4) [MOLAR RATIO] IN SERUM OR PLASMA","1","Laboratory","Other Labs","0"
"30551-6","PROPIONYLCARNITINE,C3","PROPIONYLCARNITINE,C3","1","Laboratory","Other Labs","0"
"30552-4","VITAMIN B6","VITAMIN B6","1","Laboratory","Other Labs","0"
"30560-7","Octadecanoylcarnitine,C18","Octadecanoylcarnitine,C18","1","Laboratory","Other Labs","0"
"30564-9","TETRADECADIENOYLCARNITINE,C14:","TETRADECADIENOYLCARNITINE,C14:","1","Laboratory","Other Labs","0"
"30565-6","TETRADECANOYLCARNITINE,C14","TETRADECANOYLCARNITINE,C14","1","Laboratory","Other Labs","0"
"30566-4","TETRADECENOYLCARNITINE,C14:1","TETRADECENOYLCARNITINE,C14:1","1","Laboratory","Other Labs","0"
"31178-7","TOXOPLASMA GONDII IGM","TOXOPLASMA GONDII IGM","1","Laboratory","Other Labs","0"
"3122-9","Vanillylmandelate [Mass/time] in 24 hour Urine","Vanillylmandelate [Mass/time] in 24 hour Urine","1","Laboratory","Other Labs","0"
"3127-8","VISCOSITY FL","VISCOSITY FL","1","Laboratory","Other Labs","0"
"3150-0","Inhaled oxygen concentration","Inhaled oxygen concentration","1","Laboratory","Other Labs","0"
"3151-8","Liter per Min Capillary","Liter per Min Capillary","1","Laboratory","Other Labs","0"
"31561-4","ANTIPHOSPHATIDYLSERINE IGA","ANTIPHOSPHATIDYLSERINE IGA","1","Laboratory","Other Labs","0"
"3173-2","PTT,PRE-MIX","PTT,PRE-MIX","1","Laboratory","Other Labs","0"
"31993-9","AFP Maternal Screen","AFP Maternal Screen","1","Laboratory","Other Labs","0"
"32014-3","UA EOS","UA EOS","1","Laboratory","Other Labs","0"
"32017-6","HEMOGLOBIN OTHER","HEMOGLOBIN OTHER","1","Laboratory","Other Labs","0"
"32217-2","VON WILLEBRAND FACTOR (VWF) MULTIMERS [PRESENCE] IN PLATELET POOR PLASMA","VON WILLEBRAND FACTOR (VWF) MULTIMERS [PRESENCE] IN PLATELET POOR PLASMA","1","Laboratory","Other Labs","0"
"32227-1","Argininosuccinic Acid","Argininosuccinic Acid","1","Laboratory","Other Labs","0"
"32229-7","ARGININOSUCCINIC ACID","ARGININOSUCCINIC ACID","1","Laboratory","Other Labs","0"
"32248-7","Homocitrulline URINE","Homocitrulline URINE","1","Laboratory","Other Labs","0"
"32300-6","Base Excess Cord Bld","Base Excess Cord Bld","1","Laboratory","Other Labs","0"
"32364-2","HHV8 PCR QUAL","HHV8 PCR QUAL","1","Laboratory","Other Labs","0"
"32366-7","HEPATITIS B VIRUS GENOTYPE [IDENTIFIER] IN SERUM OR PLASMA BY PROBE AND TARGET AMPLIFICATION METHOD","HEPATITIS B VIRUS GENOTYPE [IDENTIFIER] IN SERUM OR PLASMA BY PROBE AND TARGET AMPLIFICATION METHOD","1","Laboratory","Other Labs","0"
"32552-2","PYRUVATE KINASE [ENZYMATIC ACTIVITY/MASS] IN RED BLOOD CELLS","PYRUVATE KINASE [ENZYMATIC ACTIVITY/MASS] IN RED BLOOD CELLS","1","Laboratory","Other Labs","0"
"32555-5","URIC ACID,U,TIMED","URIC ACID,U,TIMED","1","Laboratory","Other Labs","0"
"32623-1","Platelet mean volume [Entitic volume] in Blood by Automated count","Platelet mean volume [Entitic volume] in Blood by Automated count","1","Laboratory","Other Labs","0"
"32624-9","Patient race","Patient race","1","Laboratory","Other Labs","0"
"32630-6","RESULT","RESULT","1","Laboratory","Other Labs","0"
"32730-4","BETA 1","BETA 1","1","Laboratory","Other Labs","0"
"32731-2","BETA 2","BETA 2","1","Laboratory","Other Labs","0"
"32732-0","BETA 1 (%)","BETA 1 (%)","1","Laboratory","Other Labs","0"
"32733-8","BETA 2 (%)","BETA 2 (%)","1","Laboratory","Other Labs","0"
"33007-6","ZN-COMPLXED PROTOPORPHYRINS","ZN-COMPLXED PROTOPORPHYRINS","1","Laboratory","Other Labs","0"
"33047-2","TRANQUILIZERS, UR","TRANQUILIZERS, UR","1","Laboratory","Other Labs","0"
"33295-7","JC VIRUS DNA, QN","JC VIRUS DNA, QN","1","Laboratory","Other Labs","0"
"33317-9","SCHISTOSOMA IGG AB","SCHISTOSOMA IGG AB","1","Laboratory","Other Labs","0"
"3335-7","AMITRIPTYLINE+NORTRIPTYLINE [MASS/VOLUME] IN SERUM OR PLASMA","AMITRIPTYLINE+NORTRIPTYLINE [MASS/VOLUME] IN SERUM OR PLASMA","1","Laboratory","Other Labs","0"
"33403-7","HEXACOSANOIC ACID","HEXACOSANOIC ACID","1","Laboratory","Other Labs","0"
"33469-8","TETANUS AB IGG","TETANUS AB IGG","1","Laboratory","Other Labs","0"
"33509-1","HEMOGLOBIN,FL","HEMOGLOBIN,FL","1","Laboratory","Other Labs","0"
"33585-1","UROPORPHYRIN III","UROPORPHYRIN III","1","Laboratory","Other Labs","0"
"33618-0","COPRIII/COPROI RATIO","COPRIII/COPROI RATIO","1","Laboratory","Other Labs","0"
"33623-0","PENTACARBOXYL I","PENTACARBOXYL I","1","Laboratory","Other Labs","0"
"33624-8","PENTACARBOXYL III","PENTACARBOXYL III","1","Laboratory","Other Labs","0"
"33625-5","ISOCOPROPORPHYRINS","ISOCOPROPORPHYRINS","1","Laboratory","Other Labs","0"
"33630-5","Protease Mutations","Protease Mutations","1","Laboratory","Other Labs","0"
"33708-9","BOTULISM TOX RESULT:","BOTULISM TOX RESULT:","1","Laboratory","Other Labs","0"
"33719-6","FLOW CYTOMETRY STUDY","FLOW CYTOMETRY STUDY","1","Laboratory","Other Labs","0"
"33764-2","Shiga Toxin, Molecular Detecti","Shiga Toxin, Molecular Detecti","1","Laboratory","Other Labs","0"
"33780-8","GPUT PHENOTYPE","GPUT PHENOTYPE","1","Laboratory","Other Labs","0"
"33882-2","Busulfan IV 4 Hr Draw Date","Busulfan IV 4 Hr Draw Date","1","Laboratory","Other Labs","0"
"33915-0","ANABASINE [MASS/VOLUME] IN URINE","ANABASINE [MASS/VOLUME] IN URINE","1","Laboratory","Other Labs","0"
"33917-6","NORNICOTINE [MASS/VOLUME] IN URINE","NORNICOTINE [MASS/VOLUME] IN URINE","1","Laboratory","Other Labs","0"
"33924-2","ANNA-3 AB","ANNA-3 AB","1","Laboratory","Other Labs","0"
"33925-9","PURKINJE TYPE 2 AB","PURKINJE TYPE 2 AB","1","Laboratory","Other Labs","0"
"33927-5","AMPHIPHYSIN AB","AMPHIPHYSIN AB","1","Laboratory","Other Labs","0"
"33939-0","INTERLEUKIN 2","INTERLEUKIN 2","1","Laboratory","Other Labs","0"
"33941-6","HHV6 result","HHV6 result","1","Laboratory","Other Labs","0"
"33979-6","N-TYPE CA CHANNEL AB","N-TYPE CA CHANNEL AB","1","Laboratory","Other Labs","0"
"33980-4","VOLTAGE-GATED CALCIUM CHANNEL P/Q TYPE BINDING AB [MOLES/VOLUME] IN SERUM","VOLTAGE-GATED CALCIUM CHANNEL P/Q TYPE BINDING AB [MOLES/VOLUME] IN SERUM","1","Laboratory","Other Labs","0"
"3399-3","BENZTHIAZIDE [PRESENCE] IN URINE","BENZTHIAZIDE [PRESENCE] IN URINE","1","Laboratory","Other Labs","0"
"3409-0","BUMETANIDE [PRESENCE] IN URINE","BUMETANIDE [PRESENCE] IN URINE","1","Laboratory","Other Labs","0"
"34190-9","THERMOACTINOMYCES VULGARIS AB IGG","THERMOACTINOMYCES VULGARIS AB IGG","1","Laboratory","Other Labs","0"
"34467-1","Chylomicrons Chol","Chylomicrons Chol","1","Laboratory","Other Labs","0"
"34574-4","FLT3 FINAL DIAGNOSIS","FLT3 FINAL DIAGNOSIS","1","Laboratory","Other Labs","0"
"34589-2","ADAMTS-13 ACTIVITY","ADAMTS-13 ACTIVITY","1","Laboratory","Other Labs","0"
"34590-0","VON WILLEBRAND FACTOR (VWF) CLEAVING PROTEASE INHIBITOR [PRESENCE] IN PLATELET POOR PLASMA","VON WILLEBRAND FACTOR (VWF) CLEAVING PROTEASE INHIBITOR [PRESENCE] IN PLATELET POOR PLASMA","1","Laboratory","Other Labs","0"
"34645-2","Chlamydophila pneumonia","Chlamydophila pneumonia","1","Laboratory","Other Labs","0"
"34648-6","TOTAL WEIGHT","TOTAL WEIGHT","1","Laboratory","Other Labs","0"
"34651-0","CYP21A2 Full Gene Analysis Result","CYP21A2 Full Gene Analysis Result","1","Laboratory","Other Labs","0"
"34673-4","PROPOFOL","PROPOFOL","1","Laboratory","Other Labs","0"
